('WK00000309', 'K3S0001836', 'NORTHWEST NATUNA', 'PRIMA ENERGY NORTHWEST NATUNA PTE. LTD.', 'EKSPLOITASI', 'PSC', '2004-12-12', '2034-12-11', 'AKTIF'),
('WK00000357', 'K3S0001792', 'SAKAKEMANG', 'REPSOL SAKAKEMANG B.V', 'EKSPLOITASI', 'PSC', '2010-05-18', '2040-05-17', 'AKTIF'),
('WK00000369', 'K3S0001788', 'SEBUKU', 'MUBADALA ENERGY (SEBUKU) LTD.', 'EKSPLOITASI', 'PSC', '1997-09-22', '2027-09-21', 'AKTIF'),
('WK00000520', 'K3S0001789', 'EAST NATUNA', 'PT PERTAMINA EAST NATUNA', 'EKSPLORASI', 'PSC', '2023-06-19', '2053-06-18', 'AKTIF'),
('WK00000521', 'K3S0001791', 'PERI MAHAKAM', 'ENI PERI MAHAKAM LTD.', 'EKSPLORASI', 'PSC', '2023-06-19', '2053-06-18', 'AKTIF'),
('WK00000522', 'K3S0001794', 'SANGKAR', 'PT SAKA EKSPLORASI TIMUR', 'EKSPLORASI', 'PSC', '2023-06-19', '2053-06-18', 'AKTIF'),
('WK00000523', 'K3S0001829', 'AKIA', 'ARMADA AKIA B.V.', 'EKSPLORASI', 'PSC', '2023-09-21', '2053-09-20', 'AKTIF'),
('WK00000524', 'K3S0001831', 'BELUGA', 'PT MEDCO ENERGI BELUGA', 'EKSPLORASI', 'PSC', '2023-09-21', '2053-09-20', 'AKTIF'),
('WK00000525', 'K3S0001832', 'BENGARA I', 'PT TEXCAL ENERGY BENGARA INDONESIA', 'EKSPLORASI', 'PSC', '2023-09-21', '2053-09-20', 'AKTIF'),
('WK00000526', 'K3S0001833', 'BUNGA', 'PT POSCO INTERNATIONAL ENP INDONESIA', 'EKSPLORASI', 'PSC', '2023-07-25', '2053-07-24', 'AKTIF'),
('WK00000187', 'K3S0001863', 'KAMPAR', 'PT EMP ENERGI RIAU', 'EKSPLOITASI', 'PSC', '2016-01-01', '2045-12-31', 'AKTIF'),
('WK00000388', 'K3S0001862', 'SIAK', 'PT EMP ENERGI GANDEWA', 'EKSPLOITASI', 'PSC', '2014-05-28', '2034-05-27', 'AKTIF'),
('WK00000292', 'K3S0000318', 'NORTH GANAL', 'ENI NORTH GANAL LTD.', 'EKSPLOITASI', 'PSC', '2011-11-21', '2041-11-20', 'AKTIF'),
('WK00000223', 'K3S0001497', 'LHOKSEUMAWE', 'ZARATEX N.V.', 'EKSPLOITASI', 'PSC', '2005-10-07', '2035-10-06', 'AKTIF'),
('WK00000081', 'K3S0000941', 'COASTAL PLAINS AND PEKANBARU', 'PT BUMI SIAK PUSAKO', 'EKSPLOITASI', 'GS', '2002-08-09', '2042-08-08', 'AKTIF'),
('WK00000514', 'K3S0001767', 'NORTH KETAPANG', 'PETRONAS NORTH KETAPANG SDN. BHD.', 'EKSPLORASI', 'PSC', '2022-06-20', '2052-06-19', 'AKTIF'),
('WKBPMA0002', 'K3SBPMA0002', 'B', 'PT PEMA GLOBAL ENERGI', 'EKSPLOITASI', 'PSC', '2021-05-18', '2041-05-17', 'AKTIF'),
('WKBPMA0003', 'K3SBPMA0003', 'OFFSHORE NORTH WEST ACEH (MEULABOH)', 'ONWA PTE LTD', 'EKSPLORASI', 'PSC', '2023-01-05', '2053-01-04', 'AKTIF'),
('WKBPMA0004', 'K3SBPMA0004', 'OFFSHORE SOUTH WEST ACEH (SINGKIL)', 'OSWA PTE LTD', 'EKSPLORASI', 'PSC', '2023-01-05', '2053-01-04', 'AKTIF'),
('WKBPMA0005', 'K3SBPMA0005', 'BIREUN SIGLI', 'PT. ACEH ENERGY', 'EKSPLORASI', 'PSC', '2023-07-25', '2053-07-24', 'AKTIF'),
('WK00000445', 'K3S0000903', 'TUNA', 'PREMIER OIL TUNA B.V.', 'EKSPLOITASI', 'PSC', '2007-03-21', '2037-03-20', 'AKTIF'),
('WK00000025', 'K3S0000854', 'BANGKO', 'PETROCHINA INTERNATIONAL BANGKO LTD.', 'EKSPLOITASI', 'PSC', '1995-02-17', '2025-02-16', 'AKTIF'),
('WK90000001', NULL, 'Jambaran Tiung Biru', NULL, NULL, NULL, NULL, NULL, NULL)
